client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
1f9a93eec671226496d1810e7b5aad522cf1c29ea8c32238a7ba1de263d4f67b3c101547f7ec3e8122a8d07f08e7d3371f71260d16440bfca65a316c8bb5bfea	common_voice_mt_21107053.mp3	04ee76e6bf86296566fd74d55d8e4e99f15c31c5ebd8501b3378c55fcbb72fd7	Kemm minnhom kienu part - time?		1	2					mt	
953d0804485293848ad23d15cc57a7b003c1b69b402cc0206c56844b24741c85e2f998e202e432ad0f6a163a3e41df5f21db7546f70776edc2e7e318530b1c65	common_voice_mt_21108343.mp3	09bbb01d39b517932ff87b1c03b834b49a4bcb84728931d86e46226a6c8a7b17	Mela naħfirlek minn qabel.		0	2	fourties	male_masculine			mt	
4332fb055a123b05f9cba537530f0c8df2eb9ef022360dbc2b60d36102cb5c678e8c8cdb6b4e18ccf248bfeb6e82b81569ab225a6a4f2c8e7fade8a45564d9cd	common_voice_mt_21108517.mp3	0e2edb05d23500c5282dfefd8bbbc42156f8de4be57fecacdc7bb2be85761f17	Kien kuntent se jtir b'dak it-teżor li kien għadu kif sab.		1	2	fourties	female_feminine			mt	
4332fb055a123b05f9cba537530f0c8df2eb9ef022360dbc2b60d36102cb5c678e8c8cdb6b4e18ccf248bfeb6e82b81569ab225a6a4f2c8e7fade8a45564d9cd	common_voice_mt_21108519.mp3	1aa7bf4f169a9bacc37cbf52c5bb8cb5c71cd72ccd02258ef28a6e0fb288b604	Għax hekk iddeċieda hu!		0	2	fourties	female_feminine			mt	
906721568c007ee0fe2624c6e37417347dd14a970aca72159797c2cc46d8eecfe9ae8fe98da9720ee9043fa5a9be8c8cf397d76efffec3b0bb01a303cbc6abde	common_voice_mt_21127628.mp3	0f19cfc83c5311bdf8a05fec00d8f56914b7bbd4bc87ca49d0b60671be3d1d39	Ma kontx aware tal-korrispondenza?		0	2	twenties	male_masculine			mt	
906721568c007ee0fe2624c6e37417347dd14a970aca72159797c2cc46d8eecfe9ae8fe98da9720ee9043fa5a9be8c8cf397d76efffec3b0bb01a303cbc6abde	common_voice_mt_21127630.mp3	0141a78a30a9a1debfbe8534db43686644f367cfd21baa4329f8bd2124974001	Sitt kumpaniji oħra esprimew l-interess tagħhom li joperaw casino ieħor f'Malta.		0	2	twenties	male_masculine			mt	
906721568c007ee0fe2624c6e37417347dd14a970aca72159797c2cc46d8eecfe9ae8fe98da9720ee9043fa5a9be8c8cf397d76efffec3b0bb01a303cbc6abde	common_voice_mt_21127632.mp3	0eba128a25dd5a5f4b54d170abc93939ff98f10ef35edd91967fe003ee780bc2	Il-Pulse qalet li dalgħodu bagħtet ittra lill-Ministru Bartolo dwar is-sitwazzjoni.		0	2	twenties	male_masculine			mt	
906721568c007ee0fe2624c6e37417347dd14a970aca72159797c2cc46d8eecfe9ae8fe98da9720ee9043fa5a9be8c8cf397d76efffec3b0bb01a303cbc6abde	common_voice_mt_21127634.mp3	1dcb0d5c6134bea5ec66d67ccdc71500fd4da1b61b87ec8fe28be3f8c9fdc1ef	Matul dan l-istaġun erġajt irritornajt Malta.		0	2	twenties	male_masculine			mt	
906721568c007ee0fe2624c6e37417347dd14a970aca72159797c2cc46d8eecfe9ae8fe98da9720ee9043fa5a9be8c8cf397d76efffec3b0bb01a303cbc6abde	common_voice_mt_21127636.mp3	0eff4457c9a2f54cb858f856b13109aa3fece1754ebdf15cc7f6000717940a50	Fost l-annimali fil-Wild Park fl-Imtaħleb, hemm anke xadina Maltija.		0	2	twenties	male_masculine			mt	
d46411170b4c6b204a07b60eea632e21ea48d1352216e93f7bdd4172fa4ccb3dad6e7efa224572fc66779935fee8185bf8b2a5b2b7e4eeb1953c1f9a896f35c5	common_voice_mt_21170072.mp3	10f2b89a731854d34769608b6de7854f2227e33317f842cb583c953602f74ccb	Hija għadha qed tinżamm l-Isptar Mater Dei għall-kura.		0	2					mt	
