client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
47d501b79a8382bf868895f4ab0762c78bdf94e3e05e387a88ea56c9533b1f5e84b841593d79b75fbbd2439c5005be0d2c21f4b2870b23202c1b6de7fb5ed19f	common_voice_mt_21170200.mp3	091fe0c199b7f50dc5c471d8d87b21814fcec5110f4445897a355271b6dd65a7	Ilek ma tagħmel blind date?		2	1	thirties	male_masculine			mt	
47d501b79a8382bf868895f4ab0762c78bdf94e3e05e387a88ea56c9533b1f5e84b841593d79b75fbbd2439c5005be0d2c21f4b2870b23202c1b6de7fb5ed19f	common_voice_mt_21170201.mp3	1906288bb82796b22430e813dd8a214338a6e8ab2210a557e7acd79447814665	Din id-deċiżjoni tkun tal-bord tad-diretturi?		2	0	thirties	male_masculine			mt	
47d501b79a8382bf868895f4ab0762c78bdf94e3e05e387a88ea56c9533b1f5e84b841593d79b75fbbd2439c5005be0d2c21f4b2870b23202c1b6de7fb5ed19f	common_voice_mt_21170204.mp3	168172ffdeb8cb41b89f8bd8dfa4758065f39f2c485e67f89bb3f43ddf78ac64	Tħeġġeġ ukoll lin-nisa biex jitkellmu dwar il-kanċer tas-sider.		2	0	thirties	male_masculine			mt	
47d501b79a8382bf868895f4ab0762c78bdf94e3e05e387a88ea56c9533b1f5e84b841593d79b75fbbd2439c5005be0d2c21f4b2870b23202c1b6de7fb5ed19f	common_voice_mt_21170205.mp3	00669e89d7170fc77e4aaba6700f12dca795c9d3c401d8ba7eec2f230f30d217	Skada l-ħin għall-mistoqsijiet parlamentari.		2	0	thirties	male_masculine			mt	
47d501b79a8382bf868895f4ab0762c78bdf94e3e05e387a88ea56c9533b1f5e84b841593d79b75fbbd2439c5005be0d2c21f4b2870b23202c1b6de7fb5ed19f	common_voice_mt_21170220.mp3	147b87262f876b236183829b4de8ac409ea9aec62a9e0987839384845f25f1cc	S'issa m'għandna xejn minn dan kollu.		2	0	thirties	male_masculine			mt	
47d501b79a8382bf868895f4ab0762c78bdf94e3e05e387a88ea56c9533b1f5e84b841593d79b75fbbd2439c5005be0d2c21f4b2870b23202c1b6de7fb5ed19f	common_voice_mt_21188569.mp3	305572980f46dc446811edff4d80e5772433f174927b6addc925665d8be5859e	Illum mhux il-każ li faċilment tiffinanzja lill-pajjiż minn barra.		2	0	thirties	male_masculine			mt	
47d501b79a8382bf868895f4ab0762c78bdf94e3e05e387a88ea56c9533b1f5e84b841593d79b75fbbd2439c5005be0d2c21f4b2870b23202c1b6de7fb5ed19f	common_voice_mt_21188570.mp3	1f157a724a8da3b207fe135f5bc060e7ad6b49c69c7156447dad8cf0bc6f4ba1	Iżda għandna wkoll naraw li dan il-kunċett jiġi rrispettat.		2	0	thirties	male_masculine			mt	
47d501b79a8382bf868895f4ab0762c78bdf94e3e05e387a88ea56c9533b1f5e84b841593d79b75fbbd2439c5005be0d2c21f4b2870b23202c1b6de7fb5ed19f	common_voice_mt_21188571.mp3	463d79e89a4016c744eb0f76bcf989601daf3f45c15e8b6922c5922d193cd16f	Kif kien jinxtara ż-żejt?		2	0	thirties	male_masculine			mt	
47d501b79a8382bf868895f4ab0762c78bdf94e3e05e387a88ea56c9533b1f5e84b841593d79b75fbbd2439c5005be0d2c21f4b2870b23202c1b6de7fb5ed19f	common_voice_mt_21188572.mp3	3c2a6150f68155b5015e558b5ab0cddb6bfe94372c8b5d530f5cf75ed1451ec2	Il-Gvern se jaħtar lil Dolores Cristina bħala Aġent President ta' Malta.		2	0	thirties	male_masculine			mt	
47d501b79a8382bf868895f4ab0762c78bdf94e3e05e387a88ea56c9533b1f5e84b841593d79b75fbbd2439c5005be0d2c21f4b2870b23202c1b6de7fb5ed19f	common_voice_mt_21188573.mp3	487d671613b7005aca5265910891cc3c733cccabf115ee09ee66628f1e551707	Sur President, qabel l-elezzjoni jsiru ħafna wegħdiet.		2	0	thirties	male_masculine			mt	
