client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
0ae880ee4863256b4cb91c092f212900a30d2c3f47f34040b83d02fe2419b6772df57a574b720e57dbe7d0fa43e224fda8c16d355a302801a2ac143952364b6d	common_voice_mt_21725428.mp3	8a3be0df3aaceb4a2c8a270d492d91254f645f498a43e2c527d53874c4d441bf	Tidher tassew ferħana li tkun omm ta' Owen.		2	0	fifties	female_feminine			mt	
0d41473d4bf4f2aa14229f184efaf5030c6f2d1b829063fd42a7837af3256abedd2db40acb6c47949049c155f40de588c49b801bccfa05317049b3b05624b27a	common_voice_mt_25175037.mp3	317d8e4af9a7f0eaf05796ac34661b19d0b6f094ccd7772ccbfd58cf16af0140	Illum nistgħu nkunu nafu x'fiha l-Liġi Kanonika.		2	0	thirties	male_masculine			mt	
119ecbc0c91da642d62bcc7b87db0e6bc4c104715290ca9e607dd7fb68d9ec117eec41dbfd0b1cbef65d80c76a0ba7ec0a0a460ee8b6f9b5e63a1885adca5832	common_voice_mt_22259676.mp3	01ceda6b1b5bdf4753d351041b2b76b8d8f54233be00f8c7de9ffc421d92fb01	Ix-xogħol mistenni jibda dan ix-xahar stess u jitlesta fis-sajf.		2	0					mt	
2812a0daa8849062529bbe704f20be91c8667a03445da9aa0d77ec2351b10d8cef9a337dfb36482cb859f8c8d7e92e8ceedda2fe6f0c5a5f8e265584606c1306	common_voice_mt_22463716.mp3	23edbff08c29688b5e012551023f23a65d2bd0e57c80ce47dd447e2378f5345c	It-tifla rringrazzjatha ta' dak kollu li għamlet magħha.		2	0					mt	
4328dce099b8584ea25b687213a72ea7d7666c88f09ab31d9f8e1f902bcb2bfb202c2b75d0e4a0d5f68c2ab74013beedc38f02dc154f289f34b6da762ce2ae08	common_voice_mt_22196702.mp3	d2de4357f0f626dbd7075c06e07a08ca41b17702387c5d519f45088f405ff2c8	Bl-ikbar responsabbilta' nerġa' ntenni li jien informajt lil kulħadd hawnhekk.		2	0	fifties	male_masculine			mt	
4e65a29d25e88c47b77cda815a5f1ec02097c8b4102a66e92f679601c4c2c5503a3cc3021b7c71a5a6faff4df2dffb6448b4b681a7abf0db0a2e877a42b9b57d	common_voice_mt_23742149.mp3	8080c043f2a47c1031e8f77a4e8d5b57c7234c0798bed27f483554d14fd0c2c6	Jiena nsib ruħi idjota niddiskuti affarijiet li huma ovvji.		2	0					mt	
5136da6537f4a0d4acf487b0f8e9d6546405f0ee393d1df7fd20cb02aa312d1c7836746ac8bfb05bac3b14768d3a89313d1c6ccd728cc447cc454a497b36d188	common_voice_mt_21921959.mp3	bd62479190121a3668b5a43270a2d4feef4ab492730eaefc1d1c6972d99da2da	Jekk hemm problema hemm problema u wieħed irid jara kif se jirranġaha.		2	0					mt	
54805805586ca79f78a685994e9bf7e6c30b202c76ff9e2bd9a0dc83e19840937b1212b5101979e2052e8f2e7ce09514dd6b94290101bd71a009c3ed3971f533	common_voice_mt_21888915.mp3	af85824ad3c26bd675e88a9489e3867fcbc3e5652137508faeb5ad0bd120c00b	Trid tiġi quddiem il-Kunsill tal-Ministri.		2	0					mt	
61358c403a1811cf93092b02715ba44f5bb814f4a073303cd9b78495867b5168364d0557f3487e1d0282a5dab6ae09f99ee5d473aaa33ce4d992893e2f703ee5	common_voice_mt_22440973.mp3	2d20500087be022abfaeab7686d0098a49012720361d8f4878ce631238a08e57	L-inkwiet beda malli t-tabib staqsieh kif kien weġġa'.		2	0					mt	
6425cef4f43b416ae1fe77b380d20ffc412f12d4f25c27567f098d94a688d407eb63f2196db1d4284248fbb29a02bfff3b99dd2cc9f34a86ebbd219e1b9600fa	common_voice_mt_38792214.mp3	2bcdb0eb88a7047e8c3513f291cfa19f77a1dac04fb1ebfa4ef21e5d3142d024	Anke l-Ministru kemm-il darba deher fil-media u qal hekk.		2	0	thirties	male_masculine			mt	
990e8106e6a72d96e9bf77454641831d7e0917fd2e3023d88fd51e5da5922dc07d6bd78771428f79ea75520255bac567d32ee4d0641b8665c18963d8af64f206	common_voice_mt_22388653.mp3	0f3439c6428546383013e3bce2c74cad4f381f1b5d3f7165f09ca870c8a1cc5d	Ejja nġib l-eżempju tal-mouse li nużaw ta' kuljum.		2	0					mt	
c37fb8011363ce32e8617da2bc592f131031b53366877f7f1b34bd3361106be0ef509b6677455d19a592f7ae77353bbf5d8b7f9df25d0881fcb696104ccf7a9b	common_voice_mt_22283233.mp3	c5e2b0725519eb37865edb145349e58202a9c04da4fde0e25c2e21069e895b10	Żgur mhux se jkunu l-affarijiet materjali li jagħmluni kuntent iktar milli jien.		2	0					mt	
c9af443bb9c118f1f197410a545f93de4d9e6e54aa12f31591e008c8d404d4e2e4f0c759a6199cca67d50ba15d5aaa6d2038dbe754406dbbde6cfa6dd7f7a1bb	common_voice_mt_22316322.mp3	ccdfdcb2731c0812d55014160e3ba26f76ebe2768187308ecef247624f14b995	It-tradizzjoni hija waħda antika ħafna.		2	0					mt	
e7ac144a6a62b9e842809400a6d3d4e0ead393946369fabe08df060296d364a210f37cd03f617541e42903d5c26bec3760746b2f4ea5b2e0fff0c84f5b255701	common_voice_mt_23748494.mp3	ba6ee17488090e540b28d49d125d661792446ebc807a77962aa7ef07742f1468	Domna sena nistennew biex naraw x'se jiżviluppa.		2	0					mt	
fb2ff0c0dc8a28af784e7946e4c1abe369f9b774dedd343bf0e760ddf8faaef215576407e37752ec10ea09c98c793b1ced0b67a3332ac5d0fbdd2fb29627de06	common_voice_mt_22354905.mp3	2681b1d6b1bb31dbfb3fed2c26c3166b6c7d6abb08a03ac8ab1d7b8b3c7d01a3	L-inċident seħħ fi Triq id-Daħla ta' San Tumas iż-Żejtun.		2	0					mt	
1ab71dfe51f9c73eb84dae8b9c043135de615d06f525f8d30952071622cd7d2517e689db8d033cc28d8adf04df401efdce42432270d0aa4ef5d10c186a1b77c3	common_voice_mt_21204496.mp3	5d8ac37479cf3fd90a9513fb9fd903deba9d14fc169d40f0a6afeef7d92b69b3	Nies b'birthmark ħafna drabi jkollhom problemi psikoloġiċi.		2	0					mt	
